用户名,文本,情感,立场,话题,观点,敌意,领域
柯文哲,"｜民众党五周年党庆｜
#F5 更新台湾，也让台湾更新。
#内逗对抗赛 队长，等你票选。
台湾民众党5周年党庆，将在8月3日于高雄展览馆举办，今年我们的主题是「按下F5，让台湾更新」，以电脑的「F5」更新键做为意象，提倡5个F：
Formosa以台湾为主体
Future走向共同未来
Faith秉持信念
Freedom捍卫民主自由
Focus聚焦民生议题、认真专注在该做的事。
我们的党庆也有别于传统造势宣讲，而是欢乐热闹的亲子运动为主，因为我希望 #政治要落实在人民生活的每一天，我们要认真过每一天，快乐过每一天，不要政治口水吵吵闹闹。
这一次分成两队的 #内逗对抗赛，11位党公职人员分别由毛遂自荐、他人推荐，来竞选 #台湾队、#民众队 的两队队长。这11位候选人分别是彰化县议员 张雪如、新北市议员 陈世轩 jimmy、台北市议员 陈宥丞、黄瀞莹、台北市议员 张志豪、林珍羽、立院党团主任 陈智菡 Vicky、新闻部主任 吴怡萱、秘书长 #周榆修、中评会副主委 #詹乔茵、立委 黄国昌。票选过程采取网路投票，截止时间7月12日 24:00，两队队长人选出炉之后，下周就会举办 #选秀直播，让他们亲自挑选队员。
邀请大家赶快投票之外，也要提醒大家为了落实环保理念，当天请大家自备水壶参加，我们有许多有趣的活动体验，欢迎全家大小带著愉快的心情，一起来参加民众党的5周年党庆。",兴奋,无,台湾民众党五周年党庆活动,无明确观点,无敌意,政治
柯文哲,"从5月20日，新政府上台至今，我只感受到民进党刻意操作对立，加深朝野对抗，最近再加上黑金疑云。
民进党口口声声「没有讨论，就没有民主」。但是攻占主席台，杯葛议事，甚至连其他委员会的召委都直接宣布休息，跑去内政委员会闹事。吵吵闹闹好几天，我们不禁担心台湾下一步怎么办？
今早在立院党团会议上，我提醒 台湾民众党 的八名立委，不要理会蓝绿之间的暴力冲突，我们更要成为台湾安定的力量。除了选罢法要说明自己的立场之外，也要积极审查 #财划法、#打诈、#洗钱防制法、#健保点值 等相关修法，执政党闹事，我们更要努力 #做正事。
民进党不珍惜执政的机会，不努力工作，还想尽办法制造与在野党的冲突。请问赖清德总统，纵容党内立委瘫痪议事、缺席协商，不让国家往前走，这就是所谓的 #走对的路 吗？
最近郑文灿涉贪，也让外界疑惑为什么7年前的案子，今天才侦办？台南的11枪命案，重要的地方人士当街被射杀，更让民众感到恐慌。朝野对立、执政党带头造谣闹事、黑金乌云笼罩，我不相信这会是我们期待的民主样貌。",极端愤怒,对民进党表达了批判,台湾政治对立与执政党争议,柯文哲批评民进党加深对立和闹事,无敌意,政治
柯文哲,"今天来参加 #大里人泼水节，下场没几秒钟就已全身湿透。敌方虽只是小朋友，但人多势众；我根本来不及重新装水，就已经被四面八方水柱来袭，只好让大家喷个够。陈佩琪Peggy 跟 麦玉珍则是早早就发现军火差距悬殊，一下子就躲到场边投降了。
小朋友们玩得开心，旁边一大堆摊贩生意也很好，就知道 江和树主办的这个泼水节活动很成功。不过还是提醒大家，夏日炎炎，玩水之后要赶快把身体弄干，以免感冒。最后祝福所有小朋友，#暑假 玩得开开心心！",兴奋,无,泼水节活动及其成功举办,无明确观点,无敌意,文化
柯文哲,"台湾民众党社发部的同仁最近都跑去宜兰玩了，还跟我说 #旅程很众要。
宜兰除了水碧山青、风景秀丽，还有许多地方创生景点，结合地理面貌、人文风情、产业特色，发展出最适合的在地经济，让我们能深入体验宜兰的美丽。
台湾民众党社发部与宜兰当地创生团队合作，设计一日游，行程包括有温泉煮食、足浴泡汤的清水地热园区；全台最大水草植栽场的胜洋休闲农场；纪录了龟山岛采集内容与生活记忆的海波浪文化团队。
7/27(六）
宜兰创生一日游首发团，我跟 陈琬惠 跟你一起去宜兰玩，赶快来报名。",兴奋,无,宜兰创生一日游活动,无明确观点,无敌意,文化
柯文哲,"苗栗的乡亲朋友，如果需要地方服务，请找药师立委 陈昭姿。
民众党苗栗县党部暨陈昭姿服务处今天揭牌，未来 台湾民众党在苗栗可以提供更扎实的地方服务。陈昭姿是药师出身，对医疗问题非常熟悉，她为人直爽、富有正义感，接下来替苗栗争取缺乏的医疗资源，是她的重点目标。
台湾民众党苗栗县党部地方经营非常用心，持续追查山坡地滥垦开发弊案，争取活动中心、市场改建案，关心农路破损、社区再造、石虎复育等等，这些地方优秀干部跟年轻人的成绩，受到乡亲们的肯定。
如果要认真做事，事情真的做不完。台湾急需解决的问题很多，稳定供电、产业转型、健保制度改善，还有低薪、高房价、高龄化与少子化等等。期望执政党花更多时间「#做正事」，而不是每天搞对立，甚至在立法院连自己的提案，都要反对或撤销。
台湾民众党会持续认真工作，也希望 #苗栗 因为有我们越来越好。",自豪,对执政党表达了批判,台湾民众党在苗栗的地方服务,台湾民众党承诺提供苗栗扎实地方服务,无敌意,政治
柯文哲,"今天，是台湾民主史上黑暗的一天，民进党绑架民主、肆无忌惮。
针对选罢法修正，蓝绿白都有不同意见，国、民两党都有提案，台湾民众党也要提出修正动议，三党立委本应在民主殿堂好好讨论。民众党也已经表态，针对「提高罢免门槛」的提案，民众党不会赞成，我们的立法委员麦玉珍会投下关键的反对票。
但民众党根本没有机会投票，民进党立委一早就霸占主席台，瘫痪议事，今日另外两个委员会的轮值召委 #王定宇、#钟佳滨不主持他们负责的会议，反而跑来内政委员会。到了下午，内政委员会高金召委想变更到其他会议室开会，民进党立委竟然关门关窗，阻止议事人员离开。
民进党已经超越议事攻防的合理范围，他们软禁公务员、没收讨论、锁住台湾的民主。其实，今日若能表决，国民党提案要将选罢法门槛提高的修法就会被否决，这不是民进党的主张吗？请问，民进党乱了一天，到底在乱什么？ 
赖清德市长主政，台南市议会被废。赖清德总统上任，立法院被废，民进党与赖清德还要继续践踏民主，何时才会住手？",极端愤怒,对民进党表达了批判,台湾选罢法修正争议,柯文哲指责民进党绑架民主,无敌意,政治
柯文哲,"民众党5周年党庆报名启动！
按下F5，更新台湾，让台湾更新！
感谢各位党员、所有的支持者，陪伴台湾民众党度过充满挑战，却又非常充实的5年。5年前，我们的党员只有100个，但这一路以来经过多次历练，不断地茁壮，我们已经有3万名党员、2位县市长、8名立委、15名县市议员。也在今年，民众党秉持理性中道的信念，发挥关键影响力，成功站稳第三势力的脚步，让台湾的民主进入三党不过半的里程碑。
5周年党庆，我们的主题是 #F5，象征著 #Formosa #Future #Faith #Freedom 和 #Focus，同时也代表F5重新整理、台湾更新。我们会秉持清廉、勤政、爱民、爱乡土的理念，继续为美丽之岛福尔摩沙来认真打拚。
今年8月3日，邀请你来到热情的港都高雄，参与民众党年度盛会！今年我们会打破传统形式，结合创新、科技、环保，透过多项游戏运动，来一场热热闹闹的 #内逗对抗赛。当然也会搭配丰富的周边活动体验，让来参加的党公职、支持者们，感受民众党的活力，玩得开开心心。
名额有限！欢迎新朋友、好朋友、老朋友一起报名！",自豪,无,台湾民众党5周年党庆活动,柯文哲宣布民众党5周年党庆启动,无敌意,政治
柯文哲,"中国海警船昨晚强行登检，并带走澎湖渔船「大进满88号」，台湾海巡艇想将渔民带回，遭中国海警船拦阻，让两岸紧张情势升高。
我要呼吁中方厘清真相，并尽速公开说明，尽速释放人船，不要造成后续负面影响。同时我也认为，#两岸应该要启动正式沟通管道，避免一再发生事件，两岸彼此的敌意有增无减。
中方要好好思考，从共机共舰不断扰台、国台办发布惩戒清单，两岸之间恶意螺旋升高，如今强势带走台湾渔民，如果中国主张是合理执法，也应该清楚说明台湾渔船违规事实，#不要让政治力影响两岸渔业常态，#放任两岸之间对立情绪滋长。",愤怒,对中国大陆表达了批判,两岸海上冲突与紧张升级,柯文哲呼吁中方尽速说明并释放人船,有敌意,政治
柯文哲,"今天受邀出席 美国在台协会 AIT举办的美国国庆酒会，这也是孙晓雅处长离任前主持的最后一次酒会，我们一起拍了张自拍，当作纪念。虽然我的自拍技术不怎么样，但看到孙晓雅处长笑得这么开心，那就好了。
我跟孙晓雅处长第一次见面是在2021年8月，当时台湾的疫情正在升温，AIT也有很多防疫措施，因此跟台北市政府有非常多互动。在她带领下，AIT与台北市政府的合作伙伴关系，始终良好。她给人一种温柔而坚毅的印象。
其实孙晓雅处长在准备离任时，也拜访过 台湾民众党 ，来跟我道别。我送给她一盒台湾好茶，让她带回美国。我也要谢谢孙晓雅处长对台美关系的贡献，台美之间在经济贸易、资讯科技、医疗卫生、区域和平，都有密不可分的合作，未来期盼台美能够持续强化双边合作机制，守护区域的安全与稳定。
最后我也祝福孙晓雅处长平安快乐，有空多来台湾看看好朋友。",自豪,对台美关系表达了支持,孙晓雅处长离任及台美合作,柯文哲感谢孙晓雅对台美关系的贡献,无敌意,政治
柯文哲,"义大利重返核电，台湾呢？
义大利昨天正式宣布将重新使用核电，告别三十多年的非核政策，预计在2050年将有约11%发电仰赖核能。民进党要#非核家园，义大利却要#返核家园，值得研究。
经济部长郭智辉来自企业界，他主张「AI发展冲刺期，产业用电量预计会大增，是供电最大的变数」，与我的想法不谋而合。今年夏天热浪来袭，核三一号机却预计在七月除役，可想见七、八月跳电、降压会一塌糊涂，而松鼠又要神出鬼没，为此揹起大部分的责任。
很遗憾执政党被自己的反核神主牌绑架，动弹不得。看到今天郭智辉回应核电延役「经济部是执行单位，立法院通过什么，我们就执行什么」，如果赖总统需要下台阶可以直说，一方面强调「非核家园，没有改变」，一方面又让童子贤、郭智辉释放支持核能的讯息，会让人民与企业无所适从。
是否重启核电，行政部门要有自己的立场。如果认为台湾目前需要核电，可以请求立法院支持，在野党没有不帮忙的道理；如果不要核电，那也可以挑明「你怎么放宽条件，我都不会考虑」，而不是像现在这样「你先修法，我再看看」。
我以前也反核，但既然再生能源的发展未如预期，欧盟也将正式实施碳关税，台电严重亏损，我主张核二、核三延役，并在最短的时间内，对核四做出决定。",蔑视,对民进党表达了批判,核电政策讨论,柯文哲主张台湾应考虑重启核电,无敌意,政治
柯文哲,"台湾曾经是全球市占率高达八成的「雨伞王国」，当时台厂习惯以价格竞争，不太注重品质，因此在电影《致命的吸引力》里，男主角在大雨中打不开雨伞，女主角走过去问道「Is it made in Taiwan？」成为台湾在好莱坞世界的一个印象。
今日，台湾不再以低廉的劳动力取胜，许多传产都从「大量平价」转成客制化、多样化、高品质。昨天我参观了 #国巨洋伞文创园区，看到国巨洋伞从初期的制造平价雨伞，之后转型为OEM代工厂，为LV、HERMES、GUCCI、Burberry、FENDI、圣罗兰（YSL）等知名品牌代工，再到自创品牌P+5，并斥资三亿打造文创园区……
小朋友来这个园区，可以体验「自己的伞自己画」，以及在降雨体验廊道上验证雨伞的防水功能，我则在国巨洋伞上看到了台湾传产史的缩影。
台湾有许多传产经营者，他们早期是 #黑手起家，逐渐茁壮后走向世界，后来也投入研发、走在技术的前端，其实也是广义的「科技业」。像国巨洋伞在2005年接到荷兰设计师委托，要开发能抗时速一百公里强风的「异形伞」，由于设计师加入风阻系数工程概念，设计成长短边造型，得花大钱重新开模，当时国巨的李铭智董事长拜托协力厂商到「快要跪下来」，最后一共花了三年时间，终于联手打造出一把遇到台风也不会开花的伞。
这就是我们的　#台湾之光！",自豪,无,台湾雨伞产业转型与发展,台湾制造业从低价竞争转型为高品质创新,无敌意,经济
柯文哲,"吴春城委员，是台湾「壮世代」运动先趋，今天桃园市党部搬新家，与吴春城的联合服处成立，谢谢民众党团很多党公职同仁都到场参加。期许以后在桃园市，民众党会提供更好的选民服务。
民众党作为一个负责任的在野党，必须在法案上落实选前的承诺，也必须实现民主制衡的价值，但我们更不希望看到台湾社会的冲突与对立。
今天媒体对于「罢免门槛」提问民众党的意见，我认为「选举、罢免、创制、复决」是人民的参政权，都应予以尊重。不是当选了，就随便你做完任期，所以罢免是需要的。但是罢免应该是用来惩罚做不好的民选公职，而不是被政党拿来仇恨动员，变成政治攻击的工具。
而且过去公投的规则，因为各自政党的政治需要而变成变去，为人诟病。所以现在又要因人设事调整罢免门槛，丧失法律的一致性，因此民众党不赞成现在又要更改罢免之门槛。
但我们也反对政党仇恨动员，利用罢免来扰乱社会。总统、副总统连署需要身分证正面影本，但是连署罢免只需要姓名、身分证字号、户籍地址，结果更方便政党动员抄写「椿脚名册」，许多人在不知情下「被连署」，这让罢免更容易变成作为政治攻击手段，所以我们主张霸面的连署要更严谨，也没有理由总统、副总统的连署和罢免的连署有不同的规定。
总统大选时，我期许选后台湾是一个政党和解、社会和谐、两岸和平的社会。台湾有太多问题要处理，怎么选后这半年还是吵吵闹闹。所谓当家不闹事，期望执政当局体察民意所在，不要再闹事了。",愤怒,对民进党表达了批判,民众党对罢免门槛的立场,民众党反对更改罢免门槛,无敌意,政治
柯文哲,"发挥公民力量，共创美好台湾，让我们一起心存善念、尽力而为。
选举期间，我常常看到全台各地都有青蛙应援团，跳著炸裂舞为我加油，尤其在 #台中，青蛙更是满街跑，陪我的车队扫遍大街小巷，让本来被口水战淹没的选举，充满了热闹活力。
今天中午「#台中市美好台湾小草推广协会」成立大会，大批青蛙重现应援舞，而且他们还练出新舞步，穿著青蛙装跳16蹲，真的是太厉害了。#小草 们告诉我，选后他们没解散，而是组成公益性质协会，持续发挥公民力量，相约去爬山净山，到社区教长者怎么做长辈早安图，还有去宣导防灾教育、环保常识等等，希望能尽力达成我要 #共创美好台湾 的理念。
协会理事长纮子总是热情地引导青蛙舞团带动气氛，也要一边开直播，要大家订阅分享我的社群。我实在是太感动了，忍不住给他们大大的拥抱，本来准备好长一大段的感谢词，最后什么都说不出来，只好跟大家说了一次又一次的「多虾多虾，赶快吃饭、赶快吃饭！」
我常常在思考「我们要留下一个什么样的台湾给下一代？」，台湾民众党 的核心理念，就是以人民最大福祉为初衷，希望台湾因为有我们变得更好。感谢愿意出来当志工的小草，相信台中市美好台湾小草推广协会一定能够让社会更和谐美好。我们继续奉献、继续努力。",自豪,无,公民力量与公益活动,柯文哲倡导公民力量共创美好台湾,无敌意,政治
柯文哲,"赖清德总统，是真的不知道自己错在那里，还是故意转移焦点，偷换概念？
赖总统在民进党中执会中，表示他声请释宪，为的是在宪政体制内解决宪政争议，「并不如在野党所指称的是毁宪乱政或反民主」。民众党说的很清楚，我们尊重赖总统声请释宪的权力，但他之所以毁宪乱政，是因为公开表示在释宪结果出来之前，不会遵守三读通过的法律。
按照赖总统的说法，根本不需要大法官的「暂时处分」，声请释宪本身就可以让法律冻结、暂时失效。那么台湾人民可否比照办理，某甲对《所得税法》释宪，释宪结果出来前就可以不用缴税；某乙对《毒品危害防制条例》释宪，释宪结果出来前就可以吸毒？
总统应是宪政的守护者，赖总统现在做的，却是负面示范，让法律不再成为社会的最大公约数，动摇整个国家法治运作的基石。这个道理是如此浅显，我不相信赖总统不了解。
威权时期，老蒋会不顾法律规定，直接更改判决结果，「应即枪决可也」，好不容易民主运动努力到今天，「法律之前人人平等」已是各界认可的价值。我衷心期盼台湾的民主，不要走回头路。",愤怒,对赖清德表达了批判,赖清德总统释宪争议,柯文哲批评赖清德不遵守法律,无敌意,政治
柯文哲,"在台湾，不见得人人都支持台湾独立，但基本上，人人都支持「中华民国是主权独立的国家」，如果连推动台湾加入WHO都是台独，那等于把台湾2300万人都定义成台独。
北京对台湾内部的言论指手画脚，只会把台湾推得更远，对两岸的交流没有好处。
两岸固然同文同种，但政治制度、生活方式大为不同，互相尊重、互相谅解，反而能促进交流。太阳和北风的童话故事，大家耳熟能详，我期待北京当局能够多当太阳，少当北风。",蔑视,对北京表达了批判,两岸关系与台湾主权问题,柯文哲主张北京应尊重台湾内部事务,有敌意,政治
柯文哲,"人才是一切的根本，没有优秀的人才，任何组织都难以永续发展。我参访日本松下政经塾之后，一直期待 台湾民众党的 国家治理学院可以有更多元、更先进的课程来培养未来的国家人才。
国家治理学院开办的「#国政班」迈向第四届，今年我们从南台湾出发，首先在嘉义市举办2天1 夜的学习交流之旅，除了我本人的专题演讲，还有嘉义党部主委 张启楷立委要分享深耕嘉义，包括嘉义轻轨兴建、嘉义文化走廊保存议题，七月要全线通车的阿里山铁路，如何深化观光发展等等。立委 林国成，前立委 赖香伶跟张其禄，会针对议事攻防、国政与地方连结经验等等，与学员们交流。另外我们也跨党派邀请国民党立委 谢龙介，一起开班授课。
我们从讨论地方的大小事，到国家政事，透过线上教学、地方走读不同模式，期盼集结众人智慧，打造更美好的台湾。邀请你加入这一期的国家治理学院国政班，让我们一起 #改变成真。",自豪,无,国家治理学院培养国家人才,柯文哲强调人才是组织发展的根本,无敌意,政治
柯文哲,"昨天我提醒赖清德总统，会使国家灭亡的不是天灾、瘟疫，而是疯狂的领导人，希特勒就是一个例子。很可惜赖总统既然对号入座，却只敢躲在总统府发言人背后，不亲自回应。
总统府发声明「将经由民主宪政体制所产生的总统视为纳粹希特勒」，其实希特勒不是武装政变上台的，恰恰正是由德国人民选举，经由「民主宪政体制」产生的。这也说明民主政治需要制衡，需要守法，更需要当权者的自制。
将个人好恶凌驾在法律之上，是赖总统政治生涯的惯性。当年身为台南市长却不进入议会232天，最后因为大批登革热死亡案例，在舆论压力之下，才重回议会。如今同样的，赖总统说在释宪结果出来之前，他不会依照已经三读通过的法律到立法院国情报告，这正是个人凌驾法律，走上独裁的第一步。
我想再提醒一次赖总统，你尊重法律，台湾人民才会依照法律尊重你的总统身分。如果总统带头违背法律，那法治国家的基础将荡然无存，人民对你总统身分的尊重也将消失。",愤怒,对赖清德表达了批判,赖清德总统的法律与权力问题,柯文哲批评赖清德不尊重法律,无敌意,政治
柯文哲,"赖清德总统昨天有关国会改革法案的讲话，我的评语是 #背信弃义、#毁宪乱政。
国会改革都是当年民进党的主张，其实没有改变的是黄国昌，当年他主张国会改革，现在还是主张国会改革，而且内容一样。反而民进党当年主张国会改革，现在是反国会改革。
去年总统大选辩论的时候，赖总统在全国人民面前，承诺「不管是根据《宪法》或《立法院职权行使法》，总统都有义务应立法院的要求到国会去进行国情报告，接受立法委员的国情质询。」
当选后，赖总统却翻脸不认人，难道是要告诉大家，赖总统选前的政见都是骗票的，他只是一个没有信用的人？
执政党要就国会改革法案提出释宪，我们予以尊重，也期望大法官能巩固社会对宪法的信任。但是赖总统所言「在野党在大法官未做出释宪结果前，不宜贸然采取行动」，这就带有恐吓的口吻，难道以后三读通过的法律，只要不合赖总统的意，声请释宪就可不遵守？那整个国家法治系统将荡然无存。",极端愤怒,对赖清德表达了批判,国会改革法案争议,柯文哲批评赖清德背信弃义毁宪乱政,无敌意,政治
柯文哲,"感谢很多关心台湾未来的朋友，昨晚来到荣星花园，为民众党加油打气，也听我们说明国会三法，以及接下来的财政收支划分法的立场。
政党最后还是要对民意负责的，根据民调显示，多数民众还是支持国会改革法案，这是我们最强的底气。
推动法案过程中，黄国昌总召真的是辛苦了，他忍受著民进党对他的羞辱、谩骂，甚至还有人制作他的灵堂。但事实上，从2012年到今天，黄国昌没有改变。当年黄国昌支持国会改革，今天他依然支持国会改革。改变的是民进党，他们今天背叛自己曾经的理念，也背叛台湾人民。
在国会改革法案之后，接下来《财政收支划分法》修正案，将是重点法案。黄珊珊委员已经为民众党的版本，做出非常详细的说明，将近年平均每年超征两千多亿的预算拨给地方政府，不影响中央的支出，也改善地方政府的财务，落实地方自治，这是符合理性务实科学的。
国民党的草案要划分5000亿以上的预算给地方政府，我们认为不切实际，因为影响了中央政府的总预算太多。民进党如果自己不提法案，那只能起义来归，支持民众党的版本，千万不要自己保送了国民党的版本。",愤怒,对民进党表达了批判,台湾国会改革与财政法案,柯文哲支持国会改革和财政法案,无敌意,政治
柯文哲,"行政院所提覆议，一如预期的遭到否决，但这不会是执政党政治操作的终点。
接下来，还有释宪、罢免，就算释宪跟罢免失败，民进党也会借由激烈的群众对抗，让国会在行使听证调查权时，遭受阻力。
＃听证调查权、＃藐视国会罪 是过去林佳龙、尤美女、顾立雄等民进党立委的主张，套一句林浊水的话，上述三人都是优秀的法政人才，难道他们会是「宪法白痴」，提出滥权违宪的法案吗？
在台湾的政治史上：
造假宇昌案资料的是行政权，造成黑心油品事件的是行政权，滥用社维法查水表的是行政权，让资本额50万元的超思能够拿数亿元标案、护航高端疫苗、台电二年亏损四千亿的，也都是行政权。
今天的国会改革，是要让立法权能遏止行政权不当侵害人民权益，就如同美国的水门案，也是在听证权的压力下，才让真相水落石出。
明天我们会在台北荣星花园，跟大家说明民众党的立场。接下来最重要的，就是《财划法》的修正，民进党一毛都不多给，国民党要中央多给五千多亿，而民众党的版本，则是将近年平均超征的二千多亿元税收，拨给地方，民众党提出的是一个符合理性、务实、科学的折衷版本。
如果大家都认为，已经25年没有修改的《财划法》应该修正，那民进党不自提法案，也不支持民众党的版本，显然就是要保送国民党！
明天晚上六点半，我们荣星花园见，把这些问题向人民报告清楚。",愤怒,对民进党表达了批判,台湾政治改革与财划法修正,柯文哲批评民进党阻碍国会改革,无敌意,政治
柯文哲,"台湾社会的发展，#青年 扮演至关重要的角色。在最近的 #财政划分、#国会改革 相关议题上，青年也充分显现对未来的想法与关心。
台湾民众党成立以来，承载了青年世代的期待，我们的 民众党青年部，会陪伴青年参与公众事务。在暑假，青年部即将举办首次的青年3天2夜活动，民众党的青年党公职，还有我自己，都会来跟大家分享政党实务经验，包括政策论述、国会法案、媒体识读、社群经营、青年从政等等。
同时青年部也会举办模拟记者会、模拟造势晚会，让大家能更真实了解政治活动的面貌与细节。让我们开放思考、自由表达，透过对话与交流，汇聚众人的力量，一起提升台湾政治环境。
民众党青年部「行动！未来之众！」
｜7/20-7/22台北场
｜8/17-8/19高雄场
欢迎16-40岁的青年朋友们！",自豪,无,台湾青年参与政治活动,柯文哲强调青年在台湾政治中的重要角色,无敌意,政治
柯文哲,"今天行政院长卓荣泰到立法院说明复议案，在现行宪政体制下，行政院长的任免来自于总统，他要在国会为政策辩护，而真正拍板的总统却隐身幕后，这一直是台湾政治的一个矛盾。
台湾的政治实务，行政院长只是总统的幕僚长，是政治责任的防火墙。从权力的角度来看，谁当行政院长没有差别。
如果是赖清德总统站到论述的第一线，他还能够说检察官起诉、法官判决的「虚伪陈述罪」是靠「怀疑」定罪吗？他能够说「没有上限就是无限期审查」，而认定窒碍难行吗？他能把总统的手伸到国会内部，对法案的审议程序指指点点吗？
行政院长在国会的说明，只是制造对立，目的在巩固政党的基本盘。记得2010年，当时的总统马英九与最大在野党主席蔡英文，就ECFA议题面对面辩论，成功弭平社会内部的对立。时至今日，总统站到第一线的场景，不再出现。
民进党说「总统是直接对人民，而非对立法院负责」，那么人民应该有权力要求总统站出来，而非神隐在屏幕之后，赖总统应努力回应民意的期待。",蔑视,对赖清德表达了批判,台湾行政院长与总统权力关系,柯文哲批评总统应直接面对国会辩护,无敌意,政治
柯文哲,"我一直认为，#放松贷款条件 无法实现居住正义。
新青安的确让年轻人更有买房的能力，但也让房价因此飙涨。结果是还没买房的人惨，望高房价而兴叹；买到的人更惨，要负担更高的房贷。
新青安五年的宽限期过后，开始要还本金，我也为届时的年轻人担忧。如果五年宽限期后负担不起，怎么办? 如果负担不起而又卖不掉，怎么办？这些都会造成严重的社会与金融问题，要避免这一点，政府就必须让 #房价永远上涨 ，这也就是美国 #次贷风暴 的起因。
而新青安的人头户，也是问题。投资客现在找父母子女当人头，用新青安贷款来炒房，于是新青安除了帮原本滞销的建商与套牢的投资客解套之外，几乎可说对居住正义没有什么贡献。
央行现在开始注意新青安的人头套利问题，有点亡羊补牢了。最后还是要回到根本的低薪、高房价等问题，其他都算是噱头政策。",极端愤怒,无,房价上涨与居住正义问题,柯文哲认为放松贷款条件无法实现居住正义,无敌意,经济
柯文哲,"前几天受邀到台北市东华扶轮社，演讲我个人对台湾产业结构与发展的看法。
我们花比较多的时间在讨论 #半导体 产业，不管怎样，它已经占台湾GDP 20%，所以台湾的产业在可见的未来，还是会以半导体产业为中心，但它也是一个高耗能产业，会影响台湾的能源政策。
除此以外，从业人数最多的传统产业必须升级，导入e化、自动化、美学行销等等，提高附加价值，老板有较高的利润，才有办法缓解低薪问题。当然复杂的问题不可能简单解决，产业转型的挑战艰巨，必须从教育著手，如果没有赶上 #AI 数位风潮，随著一些公司的淘汰，会出现大批失业人士。
另外先进国家在10几年前就开始做 #净零碳排 的准备，台湾要如何面对马上要出现的碳关税？撑起台湾经济半边天的半导体是高耗能产业，但台湾不是能源丰富的国家，电价却非常低廉，要如何 #稳定供电，又有合理电价？相信台湾的大小企业都期待政府提出完整政策，让民间提早因应。
谢谢台北市东华社的邀请，也谢谢你们为台湾经济发展的打拚！",担忧,无,台湾产业结构与发展,柯文哲认为台湾产业需以半导体为中心并面临能源挑战,无敌意,经济
柯文哲,"上午我到彰化，参加 #张启楷 委员与张雪如议员联合服务处的揭牌典礼。
除了民众党的林国成委员、麦玉珍委员在现场力挺，彰化县长王惠美与立法委员谢衣鳯 也来表达他们的祝福。我相信张启楷委员与所有彰化在地的民代会有很好的合作。
王惠美县长很关心《财划法》的修正，民众党团会顾及各县市的需求，努力修正这个20几年没有修正的《财政收支划分法》，来落实地方自治。
因为民进党的芭乐票太多，我们也举办了吃芭乐比赛，民众党推动国会改革，正是在帮台湾人民，兑现民进党的芭乐票！",自豪,对民进党表达了批判,彰化联合服务处揭牌典礼,柯文哲支持民众党推动国会改革,无敌意,政治
柯文哲,"今天是警察节，在分裂的台湾，中立的警察是社会稳定的关键力量。不论是2014年的太阳花，最近国会五法的青鸟运动，乃至于选举期间各种造势场合，警察总是站在第一线维持治安。
最近国会在审议警消的退休所得替代率，民众党支持警消，但所得替代率不该用「喊价」的方式。军人的所得替代率90%，那么警消应该多少？应该要有符合科学的计算公式。
职业的危险，固然是一个重要因素，但铨叙部的说法「危险及劳等特殊性质职务，退抚制度已采用降低自愿或届龄退休年龄及支领退休金条件的特别因应做法，不应该采用单独提高退休所得替代率的做法」，也有一定的道理。
军、警、消跟其他公务人员有一个极大的不同，就是加班费超勤上限的规定。军人24小时在营待命，没有「加班费」的名目，而警、消虽有超勤加班费，但实际值勤时数往往超过上限，只能「加班换嘉奖」，等于是捐给国家。
其他公务人员也有无偿加班的情形，但军、警、消更普遍。既然军、警、消在年轻时「加班作功德」，退休之后有更高的所得替代率，也是合理。
军人是根本没有加班费，而警消至少还有每月1万9千元的超勤加班费上限，军人与警、消之间，还是有程度上的差别。因此是否应让警、消的所得替代率，直接比照军人的90%？民众党已经要求铨叙部提供精算数据，务必在社会正义、警消权益与国家财政负担之间，达到平衡。
我们不会忘记人民保姆，为台湾社会的奉献与服务。",自豪,无,警消退休所得替代率问题,柯文哲认为警消退休所得替代率需科学计算,无敌意,社会
柯文哲,"美国林肯总统说「 #分裂的房子无法久站 」，民主是台湾的骄傲，然而民主化三十年后，现在的台湾到底是更团结，还是更分裂？我常说：我们有不同的过去、共同的现在，要不要团结走向一个共同的未来，值得台湾社会共同思考。
赖清德总统上任不到一个月，台湾内部的对立，就已几乎达到顶点。赖总统当选至今，对在野党坚壁清野，完全不沟通，反而不断煽动对抗、升高冲突。
这让台湾社会面临一个困境，赖清德到底是台湾的总统，还是新潮流的总统？赖清德是要表彰台湾的民主制衡，还是捍卫不被监督的权力？在野时高喊监督制衡，自己执政了就捍卫不被监督的权力，这样的双标，要到何时才能罢休？
核可覆议是赖总统的宪政权力，但正如赖总统在脸书上所说「意见不同者，可以面对面理性讨论」，那么最简单有效的方式，就是 #电视辩论，不要再各说各话，只在各地办说明会，沦为桩脚政治、仇恨动员，更耗费社会资源。
台湾应该要更团结，而不是更分裂。我邀请民进党、国民党在共同的平台上，理性辩论找出台湾的最大共识。",愤怒,对赖清德表达了批判,台湾政治分裂与团结问题,柯文哲呼吁台湾应更团结而非分裂,无敌意,政治
